Name,Profile,Permalink,Caption,Type,Date,Engagement,Engagement Ratio vs Average,Engagement Rate,Comments,Comments Ratio vs Average,Likes,Likes Ratio vs Average,Campaigns,Estimated Reach,Estimated Impressions
asos,https://www.instagram.com/asos,https://www.instagram.com/p/Cr5cYHytSSL/,Fresh kicks fresh flowers 👟🌷✨ASOS Exclusive New Balance 530 [118795256] As Seen On lanawilman [she/her],IMAGE,2023-05-06 06:00 AM,2311,-0.16,0.01561,34,-0.45,2277,-0.23,,12336,13570,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz_5pBNIMTN/,They signed sealed delivered 💌Come find sue_veneers___ @ the ASOS pop-up RN,reel,2023-11-23 01:24 PM,2310,-0.16,0.0156,77,0.22,2233,-0.25,,10925,12017,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/Ct9aHaGuLpJ/,Blue skies 🤝 adi sets 💙 🦋adidas Originals ribbed vest [123111912] & shorts in blue [123111923] As Styled By katyluise [she/her],IMAGE,2023-06-26 12:00 PM,2305,-0.16,0.01556,14,-0.77,2291,-0.23,,9305,10236,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0JaNfVNppt/,Warmth or style? Have both 😋 Autumn fit check with @‌hannaroslan [she/her] serving the ultimate inspo for colder climes 🧣🍂🔎 Cold weather on ASOS.com,reel,2023-11-27 06:00 AM,2304,-0.16,0.01556,67,0.06,2237,-0.24,,10728,11801,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CuroztLs4wY/,Hear that? It’s zezemillz [she/her] having the cutest night in the cutest AF ASOS LUXE number 💗 She’s our main character 💅ASOS LUXE mini dress [128862422],CAROUSEL_ALBUM,2023-07-14 10:53 AM,2304,-0.16,0.01556,22,-0.64,2282,-0.23,,13141,14455,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzTPcputNuh/,A BTS 👀 at wolfiecindy and joshryanx on the set of our ASOS Your Way campaign – keep rollin bb!,reel,2023-11-06 05:07 AM,2302,-0.16,0.01554,17,-0.72,2285,-0.23,,9785,10763,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrQdY4xsl3B/,Sneak peek 👀👟 The new nikesportswear silhouette is a force to be reckoned with 💯Nike Gamma Force [COMING SOON],reel,2023-04-20 08:00 AM,2299,-0.16,0.01552,39,-0.37,2260,-0.24,,13816,15198,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cpdgvw2g2sa/,It’s a blue ASOS DESIGN denim kind of day 💙,reel,2023-03-06 03:37 PM,2298,-0.16,0.01554,27,-0.57,2271,-0.23,,11674,12841,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz3tz3YNrvf/,In our cold girl makeup era ❄️ ☺️ Charlotte Tilbury Beauty Light Wand - Glowgasm Pinkgasm [1950081] [Similar shade] As Seen On misspoppylocks [she/her],reel,2023-11-20 09:05 AM,2298,-0.16,0.01552,16,-0.74,2282,-0.23,,9749,10724,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CyZL5HntTn4/,Rings over gloves is a must 🏆 💍As Seen On girlimusic (she/her)🔍 ASOS DESIGN fringe cowl halter maxi dress in purple [130611202],reel,2023-10-14 05:00 PM,2296,-0.17,0.0155,22,-0.64,2274,-0.23,,12166,13383,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxCtiVqNAdP/,✨New szn: sheer style✨NEWSFLASH: a new trend has just landed and it needs your undivided attn!! 🚨ASOS DESIGN Grey dress [132620870]ASOS DESIGN sheer sleeveless top [132607231]ASOS DESIGN Cropped Bomber [132480686]ASOS DESIGN High neck knitted top [132517129]ASOS DESIGN Pinstripe skirt [132402446]ASOS DESIGN Sheer cardi [132517127]ASOS DESIGN Grey Skirt [132665839],reel,2023-09-11 03:00 AM,2292,-0.17,0.01548,36,-0.42,2256,-0.24,,15337,16871,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cq-qX_yt4b8/,Bend and clasp 🐚🔎 Hair clips on ASOS,reel,2023-04-13 10:07 AM,2287,-0.17,0.01544,37,-0.41,2250,-0.24,,13543,14897,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0zQIJQsGYu/,Your presents is requested this party season lilybayliss_ [she/her] 🎄✨🎀NARS Orgasm Liquid Blush [1028640] Charlotte Tilbury Hollywood Glow Glide Architect Highlighter - Moonlit Glow [500480171]Kylie Cosmetics Pressed Blush Powder 336 Winter Kissed [500586665],reel,2023-12-13 12:00 PM,2276,-0.17,0.01537,21,-0.66,2255,-0.24,,97557,107313,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuY-fAzsi5b/,Us 🤝 a new lip gloss 💧 Nyx Lip Drip [500561139] As Seen On almogbismuth,reel,2023-07-07 05:09 AM,2269,-0.17,0.01532,47,-0.25,2222,-0.25,,16052,17657,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cpp_7E6NC7W/,When you realise your dress has pockets 🙌ASOS DESIGN dress [coming soon],reel,2023-03-11 12:00 PM,2266,-0.18,0.0153,27,-0.57,2239,-0.24,,11547,12701,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrqbPiXg16D/,In our colourful era ✨  Taking tips from bbpro_zarafindlay and bobbibrownuk: ‘This technique of adding hits of colour to your cheeks and lips is great for events (like a wedding) when you are quite minimal with your makeup and want a soft fresh look.’ Pale Pink Pot Rouge [500431322],reel,2023-04-30 10:02 AM,2261,-0.18,0.01527,28,-0.55,2233,-0.25,,12435,13679,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cv7r8FMMroh/,Cal packed with summer eve events and feel like you’ve got zero to wear? DW we gotchu 🫶 There’s nothing quite like a statement dress to part some crowds 💃 and we got plenty of best-dressed-at-the party options for you to choose from 👀🪩ASOS DESIGN satin maxi dress in sunset print [126473531]ASOS DESIGN ruffle halterneck maxi dress in teal [128844093]ASOS DESIGN halter midi dress in blue watercolour print [128842207]ASOS DESIGN satin maxi dress in turquoise [126473530],reel,2023-08-14 01:00 PM,2253,-0.18,0.01521,196,2.12,2057,-0.3,,15346,16881,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwkxyTZsfsq/,We know these nails from herblknails [she/her] will catch your eye 👁️💅Essie Nail Polish - Ride The Soundwave [500506101],reel,2023-08-30 12:00 PM,2220,-0.19,0.01499,15,-0.76,2205,-0.25,,9753,10728,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0efeNphryf/,Loading Chapter 12: Beauty Box ed 💄🎁ASOS Face & Body Buyers Picks Box - 72% saving UK ONLY [132979007],reel,2023-12-05 10:30 AM,2215,-0.19,0.01496,19,-0.69,2196,-0.26,,93385,102724,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CsJYa4Mgobw/,ICYDK #asosxPalmSprings is the soundtrack to your summer 🌴🌞👙✨ Keep your eyes peeled for all the inspo 🤩,CAROUSEL_ALBUM,2023-05-12 10:33 AM,2203,-0.2,0.01488,40,-0.36,2163,-0.27,,14945,16440,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwI4g8ssA2W/,Spotted: Your fall fitspo 👀 🍂 New szn edit waiting for you online rn.Outfit 1:ASOS DESIGN leather look mini pinny contrast stitch dress in black [120750270]ASOS DESIGN oversized striped shirt in blue [Coming Soon]Outfit 2:ASOS DESIGN striped polo shirt [2361159]ASOS DESIGN dad jean in light blue [132264632]ASOS DESIGN grab bowler bag in dark tan [132289924],reel,2023-08-19 04:00 PM,2201,-0.2,0.01486,18,-0.71,2183,-0.26,,9811,10792,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrdChykA_C-/,A Spring gift from us to you 💌 Up to 70% off almost EVERYTHING! Spring Fling is here - and the discounts are MEGA!! 🏃‍♂️,reel,2023-04-25 05:15 AM,2192,-0.2,0.0148,20,-0.68,2172,-0.27,,11255,12380,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/Cv2Nv9NMg7S/,_xosimi [she/her] keeping cool in crochet without losing the heeeeat 🔥🌴COLLUSION knitted top [126449353] and maxi skirt [126449354] in ombre brown co-ord,CAROUSEL_ALBUM,2023-08-12 10:00 AM,2186,-0.2,0.01476,16,-0.74,2170,-0.27,,10046,11051,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CxsqUv6s7w5/,Dressed up denim with safaalloyd ft. the perfect strut-worthy slingbacks 💎✨ASOS DESIGN baggy boyfriend jean in mid blue [130949794]ASOS DESIGN slinky off the shoulder asymmetric top [132364987]ASOS DESIGN Strut slingback mid heeled shoes [131208749],CAROUSEL_ALBUM,2023-09-27 10:00 AM,2166,-0.21,0.01463,10,-0.84,2156,-0.27,,10989,12088,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrVt2GxNL2g/,Come on Barbie lets go party 💖misslucycarrington [she/her] As Seen In the:Influence cami mini dress [14758968]Miss Selfridge boucle check dress [120836461]Neon & Nylon pink co-ord [123155996]Accessorize swimsuit [123123427],reel,2023-04-22 09:00 AM,2162,-0.21,0.0146,45,-0.28,2117,-0.28,,13931,15324,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C0R4r0TucLz/,💡 Spotlight on: Cosycore 🧸 Sweater-weather gals 🧶 @‌bella.hill [she/her] shows us her absolutely perf stylish solutions for a cool coffee date ❄️☕️🔎 ‘Cold weather’ on ASOS.com,reel,2023-11-30 01:00 PM,2157,-0.22,0.01457,27,-0.57,2130,-0.28,,9357,10293,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CqvaiPvgBNv/,Our Senior Fashion Assistant cristianafrunza [she/her] is consistently serving at ASOS HQ and we thought it’s only right to share her week in ‘fits with you all 💚Topshop green trench [102833214]Weekday jumper dress [122963453]Adidas Originals [similar: 117382015]Topshop blazer [115416340]Nike hoodie [118931805]Topshop denim skirt [127449216]Topshop western boot [similar: 120560967]Topshop black coat [116447733],CAROUSEL_ALBUM,2023-04-07 12:00 PM,2157,-0.22,0.01457,39,-0.37,2118,-0.28,,13771,15148,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrgfGT1g_sR/,POV: you discover your new fave blush 🍑✨ HUDA Beauty Tint Blush [500261326] As Seen On mexicanbutjapanese,reel,2023-04-26 01:27 PM,2147,-0.22,0.0145,37,-0.41,2110,-0.29,,12976,14274,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cx-lCzSN_xJ/,One for the *must re-create* folder 🗂️ Denim 3 ways as seen on antoinette.victoria👖ASOS DESIGN Tall cargo jeans in washed black [119885975]ASOS DESIGN tailored bomber jacket [132480687]Reclaimed Vintage grunge shirt [130783730]ASOS DESIGN Tall baggy boyfriend jean [130949787]Topshop Simone puffy shoulder bag [131453717]ASOS DESIGN Rosalia buckle boots [131393768]GUESS Originals hot wheels cropped tee [129298746]Mango trench coat [132876897]ASOS DESIGN tote bag [122765365],reel,2023-10-04 09:00 AM,2140,-0.22,0.01445,12,-0.8,2128,-0.28,,10217,11239,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqfOKJ6gGUh/,Catching flights not feelings ✈️ here’s a sneak peek into mayajama ‘s Rimmel essentials ✨ Kind & Free Skin Tint Foundation [500113623]Oh My Gloss! Lip Gloss [1824533] Multi Tasker Full Coverage Concealer [500072490],reel,2023-04-01 05:06 AM,2138,-0.22,0.01444,38,-0.39,2100,-0.29,,13052,14357,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CuW4Aw3gLb2/,It’s a Slam Dunk 👀😮‍💨 Nike Dunks just dropped on ASOS ⛹️‍♀️Nike Dunk Low in white and gold [124597153],reel,2023-07-06 09:23 AM,2137,-0.22,0.01443,18,-0.71,2119,-0.28,,11357,12493,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CyTm3s0sCsf/,Big Apple = big dump 🗽🍎 Its ALWAYS a good time with team #asos & nikewomen 🤩🔎 Search Nike on ASOS,CAROUSEL_ALBUM,2023-10-12 01:00 PM,2130,-0.23,0.01438,50,-0.2,2080,-0.3,,15227,16750,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/C1ZIQlDsFgC/,Just dropped: frosty fits!!! 🧸ASOS DESIGN coat [coming soon],reel,2023-12-28 05:02 AM,2128,-0.23,0.01437,40,-0.36,2088,-0.29,,113261,124587,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cxh0zXjNb_c/,Heres what went down BTS of our new-szn: grey edit shoot! 📹,reel,2023-09-23 05:00 AM,2127,-0.23,0.01436,18,-0.71,2109,-0.29,,11701,12871,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/C3LH2B1OPPV/,A New York minute with mimimoocher and tommyjeans 🌪️🥯🚖 #ASOSRSVP1. Mia in the big 🍎2. Meeting the man himself (!!!)3. Inside the Tommy archive (double !!!)4. Yes the lipstick matches the carpet5. Cab chats 6. NYC showing off7. 👖 8. 19859. Madison Av10. The perfect polaroid,CAROUSEL_ALBUM,2024-02-10 11:32 AM,2125,-0.23,0.01435,29,-0.53,2096,-0.29,,104536,114989,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CvXoz76pH2r/,The kind of dress that deserves a round of applause 👏 trendy_antonella [she/her] demos good guesting 💍ASOS DESIGN premium bandeau ruffle maxi dress in dusty pink [127093919],CAROUSEL_ALBUM,2023-07-31 01:00 PM,2121,-0.23,0.01432,31,-0.5,2090,-0.29,,13677,15045,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CvcJMxNtdNV/,justlucyslife is giving us the scoop on how to look a melon dollars with the madebymitchell blursh! 🧡🍈Made by Mitchell Blursh - Melon Sorbet [500576372] As Seen on justlucyslife [she/her],reel,2023-08-02 07:00 AM,2118,-0.23,0.0143,20,-0.68,2098,-0.29,,9563,10519,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cp0auWYPcwv/,If you wondered during last nights Stylist Spotlight how this dress looks on... youre welcome 😍ASOS LUXE dress of dreams coming soon ✨,reel,2023-03-15 02:06 PM,2108,-0.23,0.01423,47,-0.25,2061,-0.3,,12556,13812,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/C2udS6uMOx7/,CFW dress code: faux fur prints or BOTH.,CAROUSEL_ALBUM,2024-01-30 08:21 AM,2106,-0.23,0.01422,18,-0.71,2088,-0.29,,51549,56703,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrLNqBrNIZj/,G-L-A-M beauty box at asos 🎤💖ASOS Get Glam With Me Box - 70% Saving 🏃‍♀️ [🔎 128845082]✨  revolutionpro Goddess Glow palette (full-size)✨  __dollbeauty_ lipstick - Come to mama (full-size)✨  hudabeauty GloWish blush - sassy saffron (full-size)✨  lottielondon Translucent loose-setting powder (travel size)✨  pixibeauty Makeup fixing mist (travel size),reel,2023-04-18 07:06 AM,2104,-0.23,0.01421,17,-0.72,2087,-0.29,,10549,11604,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxV200kMODI/,POV: we’re denim dreaming 👖✨100laurencandy [she/her] As Seen In the ASOS DESIGN cargo jeans [128488688] & the 90s straight jeans [1919036],reel,2023-09-18 01:27 PM,2101,-0.24,0.01419,7,-0.88,2094,-0.29,,9777,10755,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz60ZVSIrRc/,Tomorrow: Something BIG is coming... 👀 #ASOSBlackFriday,reel,2023-11-21 02:00 PM,2101,-0.24,0.01419,129,1.05,1972,-0.33,,11081,12189,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CwiM_xZMwkS/,DW about summer comin to an end honeyz 🥹 cause we’ve come through with fire fall fits ⚡🔥 Link in bio…you know what to do 😉ASOS DESIGN mesh midi skirt [132371414]ASOS DESIGN rib vest [131688717]ASOS DESIGN cropped bomber jacket [128079713]ASOS DESIGN curved crossbody bag [ 124595299]ASOS DESIGN mini skirt [127820432],reel,2023-08-29 12:00 PM,2089,-0.24,0.01411,19,-0.69,2070,-0.3,,9401,10342,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz5zIiUMJYB/,Brrr! Beat the chill with 20% off cold-weather wins 🥶🌧 And keep it locked for even BIGGER Black Friday deals 👀As Seen On melycrisp [she/her],reel,2023-11-21 04:30 AM,2072,-0.25,0.01399,37,-0.41,2035,-0.31,,9218,10139,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/Cy1MDiFJrgT/,POV: were devouring new szn looks toodahloo <3ASOS DESIGN leather look midi dress [132234479]ASOS DESIGN Preppy mary jane shoes [119175554]ASOS DESIGN zip top shoulder bag [123333343],CAROUSEL_ALBUM,2023-10-25 02:00 PM,2070,-0.25,0.01398,20,-0.68,2050,-0.31,,11286,12414,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CvNB2iiNs8E/,Can’t stop won’t stop 💋 What are we calling her fandom? 💗 🎀 🩰ASOS DESIGN Barbie jeans in pink [132197165] as seen on mkaasss [she/her],reel,2023-07-27 10:07 AM,2068,-0.25,0.01398,23,-0.63,2045,-0.31,,11781,12959,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CzQ6cUetBYg/,Turin street style: ASOS edition📍🇮🇹🔎 Cold weather on ASOS,reel,2023-11-05 07:25 AM,2064,-0.25,0.01394,305,3.85,1759,-0.4,,12561,13817,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsbBlJMN6QL/,A moment for the DRESS 🤤 Whatever the motive this dress has got you covered. ASOS DESIGN silver dress [129084276]Charlotte Tilbury Airbrush Flawless Powder [500524959],reel,2023-05-19 07:00 AM,2062,-0.25,0.01392,19,-0.69,2043,-0.31,,11002,12103,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsHOcm_tC0A/,In our ocean era 🧜‍♀️ASOS DESIGN Curve embellished dress [120479156],reel,2023-05-11 02:28 PM,2060,-0.25,0.01391,31,-0.5,2029,-0.31,,12577,13835,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CtjWS-hsDRm/,We see you Only swimwear living your best life on 👑 livv.gracee all. summer. long.Your new season uniform right here 👇💋Only mix and match bikini [128944812] Only low back swimsui [128899807] Only beach shirt [128944812]🎤 Vicki Vox - Feel the LoveOur Pride season mix features artists who are creating safe spaces in music honouring our LGBTQ+ communities around the world. A soundtrack for our channels through Pride summer and beyond 🏳️‍🌈,reel,2023-06-16 09:06 AM,2058,-0.25,0.01391,47,-0.25,2011,-0.32,,12136,13349,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CvhZyEVOUgA/,PLEAT take notes 📝 from nata_marinkovic [she/her] who just won Best-Dressed Wedding Guest 💚ASOS DESIGN halter cowl plisse maxi dress in green [130289078],CAROUSEL_ALBUM,2023-08-04 08:01 AM,2047,-0.26,0.01382,29,-0.53,2018,-0.32,,10028,11030,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CxDn5vMtDNJ/,Wanna nail the sheer style trend? We got you bb 🖤👆ASOS DESIGN high neck sheer knitted top in [132517129]ASOS DESIGN column midi skirt with split [132402446]ASOS DESIGN formal cropped bomber jacket [132480686]adidas Originals Superstar XLG trainers [127353714],reel,2023-09-11 11:30 AM,2033,-0.26,0.01373,101,0.6,1932,-0.35,,17394,19133,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cx29gO5MyVA/,Its officially spook szn 👻 🎃 Revolution x DC Gotham City Comic Palette [🔎132862548],reel,2023-10-01 10:00 AM,2032,-0.26,0.01372,17,-0.72,2015,-0.32,,10342,11376,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ct_NYe0NhjE/,Style switch up in minutes 👏😍ghdhair straightener now 15% off [1986938],reel,2023-06-27 04:51 AM,2025,-0.26,0.01369,38,-0.39,1987,-0.33,,11294,12424,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CyQEPt-N9MZ/,Just dropped: statement looks only 💋 BTS on set of our latest shoot.,reel,2023-10-11 04:00 AM,2003,-0.27,0.01353,12,-0.8,1991,-0.33,,9646,10611,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsvswN9uH25/,Big curl energy ⚡️ ✨70% off the babyliss straight and curl brilliance straightener [1329252],reel,2023-05-27 07:42 AM,1997,-0.27,0.01349,31,-0.5,1966,-0.34,,12331,13564,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ct8jIL4omLp/,It’s your last chance to bag a deal with EVEN MORE reductions on ASOS ❤️‍🔥,reel,2023-06-26 04:04 AM,1993,-0.27,0.01347,16,-0.74,1977,-0.33,,9438,10381,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CpkUACosQEh/,Spot the swoosh ✔️ How many do you see? 👀 🔎 Search Nike on ASOS,reel,2023-03-09 07:00 AM,1990,-0.28,0.01345,21,-0.66,1969,-0.33,,9912,10903,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CtTrEcLMVan/,A moment of appreciation for the golden hour sparkle ✨Simmi Mesh Dress [126243630]Simmi Bikini Top/ Bottoms [126243628/126243629],reel,2023-06-10 07:00 AM,1981,-0.28,0.01339,34,-0.45,1947,-0.34,,10800,11880,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CpxL-2MNvmE/,Spot the swoosh: REVEAL ✨ Did you get it right? 😋🔎 Search Nike on ASOS,reel,2023-03-14 08:00 AM,1975,-0.28,0.01334,23,-0.63,1952,-0.34,,10020,11022,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/C2kY7NRNTjv/,You wanted the best of Topshop new in each week? Noted.Shop Topshop on ASOS.COM now.,CAROUSEL_ALBUM,2024-01-26 10:31 AM,1972,-0.28,0.01332,23,-0.63,1949,-0.34,,52082,57291,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CpuvfG8gxzP/,RETWEET kathrynnewton 😍 #florencepugh gave us everything we hoped for LN at the #oscars 💫,reel,2023-03-13 09:18 AM,1971,-0.28,0.01331,16,-0.74,1955,-0.34,,9423,10366,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqdGpfmAiOJ/,Spot the 🌟’s on the blue carpet at Tommy X Shawn! 👀Shop the Tommy Hilfiger X Shawn Mendes Collection at ASOS 🔍,reel,2023-03-31 09:20 AM,1967,-0.28,0.01328,19,-0.69,1948,-0.34,,9664,10630,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CvAXj0BMFJJ/,Were going OUT out and obvs have incred dreeeeaaamy fits to fit the weekend vibes 🥂 💃🏽ASOS DESIGN dress [dropping soon 👀],reel,2023-07-22 12:07 PM,1967,-0.28,0.0133,36,-0.42,1931,-0.35,,13226,14548,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CuwzKGbOfGi/,Juicy new bits for the picking 🍋🍏🍊ASOS DESIGN embellished heels [119063465]ASOS DESIGN orange bag [116056905]ASOS DESIGN green bag [122765364],CAROUSEL_ALBUM,2023-07-16 11:00 AM,1960,-0.29,0.01324,15,-0.76,1945,-0.34,,10605,11666,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cz-0m6TNL8y/,Get up to 80% off almost everything for Black Friday PLUS head to the site and extra discount code 😜🛍 When we say Black Friday is big we really mean GIANT! 😱 #ASOSBlackFriday,reel,2023-11-23 03:19 AM,1958,-0.29,0.01322,28,-0.55,1930,-0.35,,8572,9429,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsOlyQHNP8i/,The perfect colour combo 🌊💛ASOS DESIGN co-ord [coming soon 👀],reel,2023-05-14 11:06 AM,1933,-0.3,0.01305,33,-0.47,1900,-0.36,,12454,13699,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CzwMp-VxR4n/,wolfiecindys style journey from everyday chic to outright glam is all hers – whats your vibe? 🤔 #asosyourwayASOS DESIGN cami cutwork embellished dress [132414499],CAROUSEL_ALBUM,2023-11-17 11:00 AM,1929,-0.3,0.01303,9,-0.85,1920,-0.35,,8431,9274,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cx8Z-4bsX6B/,Our Senior Social Media Manager Sarah takes a tour round Nikes NYC HQ! Watch til the end for the ULTIMATE serving of swoosh ✔️✔️✔️Wearing NikeWomen [Bra: 🇺🇸 204027659/ 🇬🇧 130808838 Shorts: 🇺🇸 203564144 Airmax 90s: 🇺🇸 127371771],reel,2023-10-03 12:45 PM,1927,-0.3,0.01301,38,-0.39,1889,-0.36,,12516,13767,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CqI2xqiAQLu/,New in Beau with our new boo 🧸 💚 monakattan Celebrating the launch of kayali newest addition Kayali Yum Pistachio Gelato 💚🍨 [128854189]Feat. our fav beauty buyers aimee_bagley and inca_phoenix,reel,2023-03-23 01:00 PM,1906,-0.31,0.01287,43,-0.31,1863,-0.37,,11404,12544,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cr08DeQgyL2/,Fit Check ✔️ As Seen In the ASOS DESIGN JEANS [115576038] parisxhk [she/her] wears UK16 elliejg16_zebedeemodel [she/her] wears UK12jasroop.singhx [she/her] wears,reel,2023-05-04 05:25 AM,1902,-0.31,0.01284,32,-0.49,1870,-0.37,,12078,13285,
asos,https://www.instagram.com/asos,https://www.instagram.com/p/CsTEBeTAIHq/,Its the flared sleeves for us 🤍ASOS DESIGN lace shrug [131643836] As Seen On chlodavie [she/her],CAROUSEL_ALBUM,2023-05-16 04:47 AM,1898,-0.31,0.01282,26,-0.58,1872,-0.37,,11708,12878,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Ctlml8Ts5iO/,We’ve bottled up summer and are pouring out wearable sunshine online RN 🌞 Check out the Sunny Edit for convention-defying fits for all urban moments 😎☝️ link in bio ☝️,reel,2023-06-17 06:07 AM,1896,-0.31,0.01282,22,-0.64,1874,-0.37,,9510,10461,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CrJRgiBtctP/,Summers just around the corner ☀️Reclaimed Vintage top [126974385]Reclaimed Vintage hat [126084570]ASOS DESIGN plaited sandals [123110391]ASOS DESIGN sarong [coming soon],reel,2023-04-17 01:01 PM,1883,-0.31,0.01272,28,-0.55,1855,-0.37,,10879,11967,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CpfDjPdNSW6/,Two ways to style a midi skirt with asosmarketplace 🛒,reel,2023-03-07 06:00 AM,1873,-0.32,0.01266,47,-0.25,1826,-0.38,,11587,12746,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CyIqdmEsygt/,You asked! Lets get Harley Quinn-to it! 😈❤️🖤Revolution x DC Gotham City Comic Palette [🔎132862548],reel,2023-10-08 07:00 AM,1873,-0.32,0.01265,17,-0.72,1856,-0.37,,9710,10681,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/CsdZYfmqgV2/,It’s not a competition. But if it was oliviagraceherring would win earth tones.ASOS DESIGN maxi crochet dress [128813680],reel,2023-05-20 05:07 AM,1851,-0.33,0.0125,26,-0.58,1825,-0.38,,11064,12171,
asos,https://www.instagram.com/asos,https://www.instagram.com/reel/Cqa7wC2rlTN/,The dress code this Ramadan? Colour to the MAX ofc 🎨okayasmin [she/her] As Seen In:ASOS EDITION floral print maxi dress [123923373] & ASOS DESIGN bag [119430090]ASOS EDITION orange maxi dress [124565028] & ASOS DESIGN yellow trapeze dress [126139682] & Public Desire pearl bag [125063462],reel,2023-03-30 01:06 PM,1850,-0.33,0.01249,39,-0.37,1811,-0.39,,10838,11922,
